Author,Rating,Review,Restaurant,Location,Label,Language
Tessa Pit,5,Wow!!,Fish and Chips by Bareeseta,Ipoh,Positive,English
S Manoharan,3,"Food was ok, but pricey.",Monterios Portuguese Seafood Stall,Melaka,Neutral,English
YX Tan,5,Tasty!,Fish and Chips by Bareeseta,Ipoh,Positive,English
Isaiah Cheong,5,Friendly staff.. Good food!,Jeju KOREA BBQ Restaurant,JB,Positive,English
Liz Pui,4, Sebuah restoran halal dengan pelbagai pilihan makanan. Mereka mempunyai perkhidmatan yang cepat dan persekitaran yang baik. Mereka mempunyai perkhidmatan yang cepat dan persekitaran yang baik.,Kopi O' Corner,Kuching,Positive,Malay
Prakash Arul Das,5,Celebrated my wife's Birthday here. The staff's we're exceptionally friendly & helpful. We love it here!,Marianis@7,Ipoh,Positive,English
Ethel Da Costa,5,The best place all things Asian.  I was surprised with the enormous menu for sushi.  Eat at leisure,Canning Dim Sum,Ipoh,Positive,English
Kenneth Ti 郑伟业,4, Saya sangat ingin makan 😋 Nasi Lemak Lemak Nasi Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak Lemak L,Bert's Garden Seafood,Melaka,Positive,Malay
Cecelia Loke,5,"My favourite place for Indian Cuisine in Ipoh! Their dishes are rich and flavourful, Palak Paneer is a must-order for me. Their Chicken Tikka Masala is good, Butter Chicken is yu-uh-uh-mmy, and oh, their lamb dishes are good too! Excellent service, good ambience. Well done!",Tandoor Grill,Ipoh,Positive,English
Cappu cinno,5,"Vegetarian food is really delicious, chicken rice, laksa wonton noodles, come early, otherwise it will be gone soon, the service attitude is also very good, one of the recommendations",Shui Xian Su Shi Yuan Vegetarian,Melaka,Positive,English
ong yuying,4,Pricey... but cendol is nice. FOOD special. CAN try if boss giv u bonus,SamFu Restaurant,Melaka,Positive,English
Kevin Koo,1,The fast food is expensive imagine i just take 3 type of vege they charge me rm10At first i though its was wrong their stuff was very rude told me thats was the price.. i wont go for second time already.,Country Kitchen 家鄉小廚,Kuching,Negative,English
Paan Bujang,5,"Nice place for shopping and window shopping. So.many shops and brand here. Parkson, sephora, mph bookstore, eye optic digi, maxis, switch and so many more. ❤️",The Spring,Kuching,Positive,English
Susan Chong,3,Nice Teaste,Teo Soon Loong Seafood Restaurant,Melaka,Neutral,English
Me Zal,3,Suhun cangkok Manis,I Cafe,Kuching,Neutral,English
Tack Heng,4,Roasted and honey roasted pork (char siew) are one of the best you can find in Ipoh town but at premium price.,The Museum,Ipoh,Positive,English
Dania Khairuldin,5,"Great food, great ambience, friendly staffs",People & Places Cafe,JB,Positive,English
Jenny Pham,5,"Great environment, delicious food, really better than KSL & Hotel Jen Puteri. I bought on Fave 98rm/person for buffet dinner.",Cafe BLD at Renaissance Johor Bahru Hotel,JB,Positive,English
Cal C,2,"Order a big crab but it did not have much meat. Told the waitress, who asked the Captain to talk to me. They saw it and gave me a 10% discount. I found it a joke that they think that 10% was a big deal and told me that I can change the crab",Yi Jia Seafood Sdn. Bhd.,JB,Negative,English
Levi Tey,1, Perkhidmatan yang perlahan...makanan memang...pengalaman makan di bawah purata...Sekurang-kurangnya persekitarannya baik-baik saja...Sekurang-kurangnya persekitarannya baik-baik saja...Sekurang-kurangnya persekitarannya baik-baik saja...sekurang-kurangnya persekitarannya baik-baik saja...terutamanya persekitaran yang baik...terutamanya persekitaran yang baik...terutamanya persekitaran yang baik...terutamanya persekitaran yang baik...terutamanya persekitaran yang baik...terutamanya...,MacGregor's,JB,Negative,Malay
Wai Yung Tung,4,Nice food at not bad price,Amy Heritage Nyonya Cuisine,Melaka,Positive,English
She IsTheONE,1, Mahal dan tidak segar dan tidak segar.,Foh San Restaurant,Ipoh,Negative,Malay
番茄炒蛋,4,Barbecued pork buns...the best in the world,Ming Court Hong Kong Dim Sum 明阁香港点心,Ipoh,Positive,English
Andrew Goh,5,"Wonderful, delicious & authentic Korean meal.",Korean BBQ Nam Moon,JB,Positive,English
Hassan Abdullah,4, Tempat yang sibuk melayan pelanggan untuk makan tengahari atau pakej..tempat yang popular untuk penduduk JB menikmati nasi ambang mercik..tempat yang popular untuk penduduk JB menikmati nasi ambang mercik..,Mat Corner Nasi Ambang,JB,Positive,Malay
Tze Ping,4,Great atmosphere. Good food. And good services. Abit pricy but worth while. =),Tropique Café & Restaurant,JB,Positive,English
Khanza Azzahwa,5,I really like this place,Canard Eat & Roll,Kuching,Positive,English
Fahruddin Najumudeen,4," Bamboo Briyani tersedia pada hari Rabu, hujung minggu dan cuti umum adalah satu pilihan yang wajib dicuba. Kebersihan dan kebersihan adalah faktor utama bagi kami yang makan, syukurlah tempat ini mempunyai standard yang lebih baik daripada separuh daripada kedai makan di Ipoh. Nasib baik tempat ini mempunyai standard yang lebih baik daripada separuh daripada kedai makan di Ipoh. Terima kasih. Tempat ini mempunyai standard yang baik daripada separuh kedai makan di Ipoh.",Kannaa's Bamboo Masalla Briyani,Ipoh,Positive,Malay
Ashley R,2,Cafe ambience was okay. Food taste was below expectation.,Al Dente,Kuching,Negative,English
MH YII,5,Overall the food quantity is good but still can be improve. Price of the food is a bit expensive.,Hui Sing Open Air Hawker Centre Food Court,Kuching,Positive,English
a premk,5,love it,Kannaa's Bamboo Masalla Briyani,Ipoh,Positive,English
Gabriella Jane Kelios A/P Zavier Kelios,5,Amazing food,Selvam Restaurant,Melaka,Positive,English
Bayuu Haikalson,4,Gerai No.17 have the best asam pedas in Johor. And squids and crab masak asin was unforgettable dishes ever.,Medan Selera Tepian Tebrau,JB,Positive,English
Amy Rasa,5,The best prawn briyani in town and ever friendly staffs,Village Briyani Cafe,JB,Positive,English
Anuar Rashidin,3,Great food from Gerai Kak Ram. The tomyam taste was the best ever.,Medan Selera Tepian Tebrau,JB,Neutral,English
Chan Jia Min,5,Amazing food with great ambiance,SamFu Restaurant,Melaka,Positive,English
Vidhiya Muraly,2,The food is okay but the way they treat the customer is not good.... Very rude,Amma Restaurant,JB,Negative,English
Ch Lee,4, Makanan yang baik dan keindahan alam semula jadi yang baik.,Euro House,Ipoh,Positive,Malay
Shir,5, Sangat puas hati dengan makanan. Memesan hidangan tandatangan seperti sotong yang dimasak dalam buluh. Sangat sedap. Kakitangan juga sangat ramah. Juga.,BBQ KING Seafood (Jalan Song),Kuching,Positive,Malay
Meiyko Chan,4, Alam sekitar yang baik dan latte yang baik.,Jln Theatre Coffee,Ipoh,Positive,Malay
Romanion,5, Bahagian yang baik. Nasi istimewa (chicken + meat) mempunyai rasa yang sangat baik. Rasanya sangat sedap.,Mat Corner Nasi Ambang,JB,Positive,Malay
Hing Bong Teo,5,5 star service,Mok Mok Brunch & Bistro,JB,Positive,English
Insyirah Amirul,3," Whyyyyyyy adakah mereka masih menggunakan polystyrene untuk dibawa keluar? Saya tidak faham. Mengulas tentang makanan mereka: kuah yang sedap, tetapi stik tidak sekerap yang saya fikir akan menjadi. Saya tidak pernah terlepas untuk memesan brownies dan duo ais krim mereka. Saya tidak pernah ketinggalan memesan brownies dan ice cream duo. Saya tidak pernah ketinggalan memesan brownies dan ice cream duo. Saya tidak pernah ketinggalan memesan brownies dan ice cream duo. Saya tidak pernah ketinggalan memesan brownies dan ice cream duo. Saya tidak pernah ketinggalan memesan brownies dan ice cream duo. Saya tidak pernah ketinggalan memesan brownies dan ice cream duo.",David's Diner,Ipoh,Neutral,Malay
Bee Jong,5,"Good service, taste good and reasonable price~ Definitely will visit again",Monaco Dining Restaurant,JB,Positive,English
wong Shelin,3," Orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, orang, dan orang lain.",Restoran Star Chef,JB,Neutral,Malay
Nicholas Liew,2,Waited 30 mins for a table when there is no line at all and another 30 mins for food to come. Food is just mediocre.,Mamee Jonker House,Melaka,Negative,English
Bong Sui Lan,5,"Five-star restaurant, so good food is just waiting! Miss sister, I finally realized it. The signature chili crab is one of the dishes! Super like to say! ! Will come again ❤❤",de Cuisine,Kuching,Positive,English
Gregory Boyle,5," Ketam itu sangat menakjubkan. Staff yang sangat ramah. Disyorkan sepenuhnya, dan harga yang sangat kompetitif. Harga yang sangat kompetitif.",Monterios Portuguese Seafood Stall,Melaka,Positive,Malay
ieka roslan,5,"Beside it's very pricy, this place is suitable for those who has been in very hectic day of works. Wanted to chill and relax. I wouldn't mind to spend my whole day in this restaurant after dealing with many types of customers.",Bloom by Mokmok,JB,Positive,English
John Ang,3,Belachan Beehoon 👍. Very clean coffee shop,Old Rex Cucur Udang Cafe,Kuching,Neutral,English
Kevin Ling,4," China Town... Banyak makanan dan harga yang berpatutan, dan sedap dan sedap, dan sedap dan sedap. Sangat sedap dan sedap.",Min Hong Kee,Kuching,Positive,Malay
mike wah,5," Kami pergi ke sana hari ini tanpa roti lain yang tersedia, terima roti putih gandum sepenuhnya. Tetapi harga Manu tidak berubah. Harga Manu tidak berubah. Harga Manu tidak berubah. Harga Manu tidak berubah.",Munch,Kuching,Positive,Malay
陳欣法,5,Cheap and delicious,Café Racer by Grillbar,JB,Positive,English
#ryuki2517,3,"The duck is ok, but i think the roasted pork better. The claypot sour soup can be improved and the herbal drink is a bit tasteless. Still, it is good to try.",Restoran SYW (Flagship) 新揚威烤鴨（新街場旗艦店）,Ipoh,Neutral,English
Koo Chia Wei,4,Nice cafe with few photo spots. Coffee was decent.,Plan B (Ipoh),Ipoh,Positive,English
Herrick Chiu,5,Salted egg crab is excellent. It's tasty and not oily. Soy sauce prawn is also very nice. Be prepared for long line up but it's worth it. They take reservations.,Restoran Tong Sheng,Melaka,Positive,English
Melvyn Kueh,2,Good place to check out if you are around the area.Service is slow so be prepared to wait.... really waitA bit off the grid to come all the way here for a shake,Serapi Virgin Coconut Milk Shake,Kuching,Negative,English
A.T Ananda,5,Muslim friendly.. fresh seafood,Topspot Food Court,Kuching,Positive,English
sing yong Liew,4,Very tasty spicy sand,W.W. Laksa House 水塘。辣沙,JB,Positive,English
S C R,1,No waiter/waitress approach our table even though theres a few of them walking about. Dim lighting. Not sure how long we have to wait as lots of other patron table still dont have any food therefore we just left for other place. Bad service. Guess everything goes down the drain.,Porkie's By Flavours,Kuching,Negative,English
Lee Ann Ching,5,"Very nice place to eat and chill, food was very very nice. Parking difficult to find but really worth visiting. Service also very good.",The Replacement - Lodge & Kitchen,JB,Positive,English
Chew Chole,5,"Best bak kit yeh in JB ,staff was nice",Restaurant Shun Fa Bak Kut Teh,JB,Positive,English
Kaixiang Chin,1,Poor service. Food is bland. Overrated.,Foh San Restaurant,Ipoh,Negative,English
ChoonLin Kuan,5, Kolo mee dengan rasa cuka yang lembut. Seperti suasana yang mesra. Seperti ambien yang mesra.,Kim Joo 錦裕,Kuching,Positive,Malay
Yves Tan Wei Zhi,5,"Nice environment, delicious, Japanese Curry taste as what we ate at Japan",Tabushi ramen,JB,Positive,English
Unison CA,5,"There is variety of seafood stall in the open air food court.We ordered for a deep fried squid, “balitong”, a special shell soup, local style tofu and 2 rice. It cost only rm42. It is incredible cheap.",Topspot Food Court,Kuching,Positive,English
sherrye mohd,4," Tempat yang bagus untuk berkumpul dengan keluarga dan rakan-rakan.. Ayam Bakar Penyet yang sedap.. mempunyai kumpulan Busker.. di mana anda boleh meminta lagu untuk anda menyanyi, menunjukkan vokal anda.",Kopi O' Corner,Kuching,Positive,Malay
Dzulkurnain Abd Rahman,4,Good food but more parking space needed especially in the evening which is crowded.,It Roo Cafe,JB,Positive,English
Shariffudin Warsito,4,Variety of meals with unique Kari Assam.,ASSAM HOUSE,Ipoh,Positive,English
Jay Saga,4,"Great variety of hawker food from pork satay,  kolo mee,  chat kueh tiau,  cendol and so on",Hui Sing Open Air Hawker Centre Food Court,Kuching,Positive,English
J Gee,5,Fave dishes are the stingray and Babi Buah Keluak. Great food that’s value for money.,我家餐館Our Kitchen Nyonya Restaurant,Melaka,Positive,English
James Sim,2,Very expensive😅 with zero rated gst,Ta Wan Kung,Kuching,Negative,English
Vainer Ferreira,5,Very good excellent food for all levels of pepper including delicious pepper-free dishes,7 Spice,JB,Positive,English
paulinedie,5,"Buhuai is rated as the best Japanese restaurant in Johor Bahru. The environment is comfortable, the ingredients are fresh and the price is reasonable, and each food is delicious and delicious. You can just close your",Nijyumaru Japanese Restaurant (Sutera Utama),JB,Positive,English
Edwin Dass,5,Nice ambience and good place to have business meetings cum dinner or lunch,Sweetwater Mediterranean Bar & Grill,JB,Positive,English
Tin Tin Tin,5,"Dont miss it if you are happen to be near by, gulai ayam - rendang - indomie - mie ayam - spicy fried rice (is hot!) - uduk rice with the ayam penyet/ serundeng or w padang dish is top of the top , uduk rice is recommended if you want some",Batavia Kitchen City Square,JB,Positive,English
Reez Rizqy,5," Pasti berbaloi. Makanan sedap, portion besar, dan harga boleh diterima. Makanan sedap, harga boleh diterima. Makanan sedap, harga boleh diterima.",Little Elephant,Ipoh,Positive,Malay
xin tong,5,Best Pizza in town,MichelangelO's Pizzeria,Ipoh,Positive,English
David Gan,4,Good,Chez Papa French Bistro and Wine Bar,JB,Positive,English
AL Lim,5,Ken's kitchen has a great tempura fish and chips. If you're looking for a western restaurant with a nice twist Ken's is the place to go. The staff are also very receptive to comments about food so if something seems to salty or overcooked don't be afraid to tell them. 5/5 friendly staff and food,Ken’s Kitchen Kuching,Kuching,Positive,English
David Goh,5, Pohpiah RM4 sedap...............,Poh Piah Lwee,Melaka,Positive,Malay
Eric Tan,5,The taste is super B!But the price is so high. But i understand as it make quality food. But the portion is very very small! 2 person bills is around rm 80. Which i think my,Ming Court Hong Kong Dim Sum 明阁香港点心,Ipoh,Positive,English
Than Thomas,4,Nice,Sanga Japanese Food,Kuching,Positive,English
chui yew,4," Suasana yang sangat sedap dan baik, hanya sedikit mahal untuk standard Ipoh. Akan kembali lebih kerap 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",Little Elephant,Ipoh,Positive,Malay
Siti Asiah,4," Sedap. Mulakan kawah. Walaupun tempat itu tersembunyi, tetapi lokasi itu betul. Supaya semua dalam x bersenjata dan boleh makan dengan selesa. Secara keseluruhan berpuas hati. Secara keseluruhan berpuas hati.",Dulang Lima Cafe,JB,Positive,Malay
Eddie Tan,5, Saya sendiri lebih suka satay babi daripada satay ayam.. Saya sendiri lebih suka satay babi daripada satay ayam..,Sun May Hiong Satay House,Melaka,Positive,Malay
C L,3,"Overall food and price is average. Maybe because we expect it to be better than some similar restaurants in KL. Bhuna mutton is nice, palak paneer is a disappointment, butter chicken has too much of tomato paste and tandoori chicken is",Pak Putra Restaurant,Melaka,Neutral,English
Sarfred Santia,5,Great place for breakfast,Bay Street 66,JB,Positive,English
Ching Hooi Lee,2, Saya kecewa. Tidak sebaik berada di tempat lama berhampiran Jonker Street. Makanan yang disajikan tidak panas tetapi sedikit suam-suam kuku. Ini bermakna tidak ada 'wok hei' sama sekali. Ini bermakna tidak ada 'wok hei' langsung. Ini bermakna tidak ada 'wok hei' langsung. Ini bermakna tidak ada 'wok hei' langsung.,Teo Soon Loong Seafood Restaurant,Melaka,Negative,Malay
hairul nezwan,3,The quantity is less for me,Mat Corner Nasi Ambang,JB,Neutral,English
Edward Lee,4,Its our first visit and quite satisfied with the standard of food served. Service not too bad. Would recommend others to come and try their food.,Restoran Nyonya Suan,Melaka,Positive,English
vc km,2, Makanan sedap tetapi perkhidmatan perlu diperbaiki. Perkhidmatan perlu diperbaiki.,Imperial Duck,Kuching,Negative,Malay
Ruth Wong,4,Pretty good food at reasonable prices. Lunch crowd is good!,Seng Steam Fish Restaurant,JB,Positive,English
Andy Ong,5," Nasi daun pisang, mengapa tidak mencuba? Jangan cuba. Try.",Selvam Restaurant,Melaka,Positive,Malay
Chong Kien Aw,4, Laksa ini sangat sedap dan perkhidmatannya sangat cepat dan cepat. Perkhidmatannya sangat baik dan cepat.,Choon Hui Cafe,Kuching,Positive,Malay
Donald Ee,5, Mee sapi terbaik di bandar bandar terbaik mee sapi terbaik.,Satok Fly Over Cafe,Kuching,Positive,Malay
Kwan Tuck Lee,2,I personally think the quality has dropped. We ordered Mee Jawa Special. The gravy was so diluted and watery. Iced coffee was merely sugary water with not much of coffee. Sincerely hope that they can improve on the quality . It used to be very nice and was even featured in Jalan Jalan Cari Makan. This visit was disapponting.,Kopi O' Corner,Kuching,Negative,English
Backyard Tour,5,Great food!,Nam Nam Vietnamese Cafe,Kuching,Positive,English
Awesome Wells,3,They sold cider. That's why we went inside.We got our bill thinking that we were making a saving because it was suposedly,Sid's Pub @ Jonker’s,Melaka,Neutral,English
KC Chai,4, Makanan Hebat Makanan Hebat Makanan Hebat.,乐天酒楼,Kuching,Positive,Malay
Suriani,3,Takes too long to cook 😟😟,C.A.T.S Cafe (JB) - Cats At Their Sanctuary,JB,Neutral,English
Wu Yingying,4,"You can try it, there are spicy and spicy choices, a spoonful of 4rm dishes, and other set menus",The King's Curry,Kuching,Positive,English
Mike LeeMY,5,"Best place for having meals with friends and family, Satay offers with chicken or pork. Also offers coconut drinks. This is non halal.",Sun May Hiong Satay House,Melaka,Positive,English
Ting Zhang Lee,5, Sangat sedap & makanan segar!!!!!!,Tanba Yakiniku (Twin Galaxy),JB,Positive,Malay
P Sharma,5,"Awsome, hot food always!",Olive Kitchen Bar Puteri Harbour,JB,Positive,English
Lim Koppi,5, Tempat vegetarian yang sangat baik Makanan sedap dan sihat. Rasanya sedap dan sihat. Ia sangat sedap.,Kuchabe 古早味 (Melaka),Melaka,Positive,Malay
Thomas Lau,5, Popular untuk Laksa Sarawak. Laksa Sarawak sangat popular.,Choon Hui Cafe,Kuching,Positive,Malay
CARYN,5," Hiasan gaya Nyonya yang sedap, makanan, alam sekitar dan yang sedap, Cik Nancy~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",Nancy's Kitchen,Melaka,Positive,Malay
abidul wahab ramadan,5,The tandoori chicken is awesome there..But the triple cheese nan is just OK,Pak Putra Restaurant,Melaka,Positive,English
Robert Newly,4, Makanan Foo Chow seperti Kampua adalah asli dan salah satu makanan terbaik yang terbaik. Ia adalah salah satu makanan yang sedap dan sedap.,Min Hong Kee,Kuching,Positive,Malay
Siew Cheng Wong,5,"The environment and service are good, and the food is delicious 👍🏻","HoMinSan 好面善 @ Paradigm Mall, Johor",JB,Positive,English
Rayn Lim,1,You will never believe this. The same item Qeema Pizza was 35rm on the big menu by the entrance. 38rm on the menu and 42rm on the bill. I've attached the void receipt as the main receipt that got voided wasn't return to me.,Quivo,JB,Negative,English
Chong ZK,4,Nice food,The Dyak,Kuching,Positive,English
Shamsul Aris Lee Abdullah,5,The place more on traditional dim sum.....,Chef Fatt Restaurant,Ipoh,Positive,English
alvin chan,2,Not nice,Gui Yuan Restaurant,JB,Negative,English
Sanggari Krishnan,4,Good food.. spicy... but too expensive,Tamara’s,Ipoh,Positive,English
JOHN HO CHUNG ENG,5,Nice food..,The Venue,Kuching,Positive,English
Dhinesh Kumar,3,Snow beer famous,Fei Bo Snow Beer Ipoh Garden East 肥波雪花啤酒,Ipoh,Neutral,English
Samuel Tabor,3,"Quite a nice restaurant in a central location. Most of the seating is under a shelter open at the sides and is cooled with fans, so there is some noise from that. Prices are high for Kuching. Service was pretty slow even though there were a",Bla Bla Bla,Kuching,Neutral,English
Choo Kelvin,5,Great chill out with nice ambience,Flowers in the Window,JB,Positive,English
sazali syazwuani,5, Makanan Hebat Makanan Hebat Makanan Hebat.,Nur Tahara Restaurant,JB,Positive,Malay
Ela Neko,4,The briyanis they serve at this place is really good with a variety of them being served. My favorite would have to be the mutton briyani. Pair it with their fish curry for a truly great taste. Can get pretty packed during lunch time.,Amma Restaurant,JB,Positive,English
Zul Fattah,5,"Cheap price for really good food, what can go wrong with that! Try out the seafood while you can",Yi Jia Seafood Sdn. Bhd.,JB,Positive,English
Arthur Wong,5,"If you look for a good ramen, himawari is your choice. The ramens served with very thick broth soup and the beef portion is super generous 😊",Makino Kochi Ramen Bar,Kuching,Positive,English
Bryan Seah,4," Makanan yang baik memberi suasana romantis, apabila tiada pelanggan yang rancak. Sedikit di sisi yang mahal tetapi bernilai dolar.",The Brazzo House,JB,Positive,Malay
Bing Lee,3,Food is still expensive,寒舍 HANSHE @Perling,JB,Neutral,English
boon pooi thai,5,Nice Food nice enveloment,Nijyumaru Japanese Restaurant (Sutera Utama),JB,Positive,English
Nazarani Games,4,Ok ok,Bella Italia,Kuching,Positive,English
Evelyn T,5," Kerak pizza sangat luar biasa! Ia ringan dan ringan, dan sangat rangup dan wangi. Sangat manis tetapi tidak padat sama sekali. Saya sangat suka kerak itu! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️�",MichelangelO's Pizzeria,Ipoh,Positive,Malay
ZulFadli Yusoff,3,Ok,Restoran Kacang Pool Haji,JB,Neutral,English
Jerry Chow,5,Nice food usually the laksa and the kui chap.,Lau Ya Keng Foodcourt 阳春台茶室,Kuching,Positive,English
Alison Loong,4,"We came during lunch time and had an assortment of finger food, salad and cake. The smoked duck salad was different and delicious. Try the crepe and matcha cheese cake. Service was good and tons of pre-loved books to browse through. Prices of the books and food are quite affordable.",Le Parlour Cafe Studio,Kuching,Positive,English
Phoon Kokhou,5, Perkhidmatan perlu diperbaiki untuk meningkatkan perkhidmatan.,The Limestone's Restaurant,Ipoh,Positive,Malay
Markéta Kovářová,3,Nice place. Higher prices. Average italian-like cousine. Enjoyed that thought :) friendly and nice staff.,The Junk,Kuching,Neutral,English
Marcus Goh,4,"Finally got to eat at this shop, few previous  time visit unsuccessful. Simple shop with simple food. Chicken, bean sprouts and flat noodles. Place and furnishing is sparse, fans provide cooling relief especially in hot weather. Bean",Cowan Street Ayam Tauge & Koitiau Restaurant 高温街牙菜鸡沙河粉,Ipoh,Positive,English
Cho Kiat Kho,4,pork rice nice ！,333 char kway teow,Kuching,Positive,English
Tan Chee Yean,4,Nice place & good food,Kaya Kaya Cafe,Melaka,Positive,English
Eric Liew,4,Please make reservation. Food wise awesome.. Will come again,Amy Heritage Nyonya Cuisine,Melaka,Positive,English
Aziatul Fazeda Badihi,5,Best place and cheaper to eat seafood.,Topspot Food Court,Kuching,Positive,English
Sayf Abdul Manap,4,The food here is good but very pricey.,Restoran Simpang Tiga,Ipoh,Positive,English
Diana Hassan,5,Exclusivity,Cafe BLD at Renaissance Johor Bahru Hotel,JB,Positive,English
David Marchand,5,Great bakery !,Pan Kobo Japanese Bakery,JB,Positive,English
Anneline Tan,5, Makanan di sana sedap dan sedap. Makanan di sana sedap dan sedap.,Seng Steam Fish Restaurant,JB,Positive,Malay
James Tham,4, Saya perlu mencuba tip Melaka untuk beberapa kali. Sila berikan tip Melaka untuk saya.,Putu Piring Melaka,Melaka,Positive,Malay
Light Beyond Dark,5,"Food is good, service is excellent. Will definitely come again.",Grand Bayview Seafood Restaurant,JB,Positive,English
Paula N,5, Tempat yang bagus dan santai dengan makanan yang sedap dengan makanan yang sedap.,Mori Vegetarian Tea House and Residence,Melaka,Positive,Malay
roslan razi,5,Lots of choices & good taste .... try it,Miker Food,Ipoh,Positive,English
